grp,variable,value,grp2,var2,num
9_10,2_5,0.0077242257792132,Psychic,Gadgets,22
9_10,2_6,0.0087197503435584,Psychic,Weapon Master,26
9_10,5_1,0.0140285997468203,Psychic,Darkforce Manipulation,12
9_10,5_2,0.0099197773026755,Psychic,Technopathy,12
9_10,5_3,0.007631989539097,Psychic,Electronic Disruption,11
9_10,5_4,0.0022315882298373,Psychic,Radiation,8
9_10,5_5,0.0175549636789563,Psychic,Holographic Projection,16
9_10,5_6,0.0310726295424968,Psychic,Electricity Control,27
9_10,5_7,0.0068941217224494,Psychic,Heat Generation,18
9_10,5_8,0.0224940246589,Psychic,Energy Based Constructs,26
9_10,5_9,0.034841548432891,Psychic,Light Projection,31
9_10,5_10,0.0282830460367169,Psychic,Energy Shield,32
9_10,5_11,0.0034021612213243,Psychic,Energy-Enhanced Strike,21
9_10,5_12,0.0341465506944145,Psychic,Energy Absorption,39
9_10,5_13,0.0357427296509416,Psychic,Energy Manipulation,44
9_10,5_14,0.0392422074007445,Psychic,Blast Power,72
9_10,3_1,0.0006434374278547,Psychic,Prehensile Hair,0
9_10,3_2,0.0021203279999312,Psychic,Shadowmeld,3
9_10,3_3,0.000989704390633,Psychic,Chemical Absorbtion,3
9_10,3_4,0.0019073953263388,Psychic,Sonic Scream,4
9_10,3_5,0.0005412714717645,Psychic,Webslinger,3
9_10,3_6,2.290490076429505e-05,Psychic,Chemical Secretion,4
9_10,3_7,0.0001237942563505,Psychic,Wall Clinger,5
9_10,3_8,0.030559924609366,Psychic,Duplication,18
9_10,3_9,0.0177389911645169,Psychic,Matter Absorption,15
9_10,3_10,0.0019974867096195,Psychic,Elasticity,8
9_10,3_11,0.0041307273300916,Psychic,Heat Vision,10
9_10,3_12,0.0004651447039434,Psychic,Sub-Mariner,7
9_10,3_13,0.011182808745094,Psychic,Chameleon,15
9_10,3_14,0.0699485109161817,Psychic,Invisibility,37
9_10,3_15,0.0481309482895096,Psychic,Phasing / Ghost,36
9_10,3_16,0.0246122379979355,Psychic,Size Manipulation,29
9_10,3_17,0.0964193192072789,Psychic,Levitation,50
9_10,3_18,4.208628826267575e-05,Psychic,Feral,12
9_10,3_19,9.921770437196984e-05,Psychic,Claws,13
9_10,3_20,0.0137766099732932,Psychic,Adaptive,28
9_10,3_21,0.0894631406581893,Psychic,Teleport,58
9_10,3_22,0.02222675405599,Psychic,Flight,69
9_10,4_1,0.0030333117607239,Psychic,Synaesthesia,2
9_10,4_2,0.0154321021178641,Psychic,Omni-lingual,19
9_10,4_3,0.000845831677103,Psychic,Swordsmanship,19
9_10,4_4,0.0001533680383686,Psychic,Escape Artist,15
9_10,4_5,0.0012628626586859,Psychic,Tracking,22
9_10,4_6,0.0065222272990997,Psychic,Stealth,20
9_10,4_7,0.0130861540505501,Psychic,Marksmanship,17
9_10,4_8,0.0103866204291713,Psychic,Leadership,60
9_10,4_9,0.0123730793096162,Psychic,Intellect,92
9_10,4_10,0.0015212085819784,Psychic,Unarmed Combat,78
9_10,1_1,0.0003126474845869,Psychic,Super Eating,3
9_10,1_2,1.3527642694242893e-06,Psychic,Super Smell,11
9_10,1_3,0.0026014571497388,Psychic,Super Hearing,22
9_10,1_4,0.0074559929103993,Psychic,Berserker Strength,27
9_10,1_5,0.0019371347330266,Psychic,Super Sight,25
9_10,1_6,0.0102632095871977,Psychic,Longevity,42
9_10,1_7,0.0044178599359974,Psychic,Super Speed,45
9_10,1_8,0.0379641023766926,Psychic,Healing,66
9_10,1_9,0.0001195342223408,Psychic,Super Strength,59
9_10,1_10,3.3382109133081525e-05,Psychic,Agility,61
9_10,1_11,0.0013002763803817,Psychic,Stamina,59
9_11,13_1,0.044965547255472,Telekinesis,Sense Death,22
9_11,13_2,0.0117988590025283,Telekinesis,Electronic interaction,18
9_11,13_3,0.0014577183036316,Telekinesis,Radar Sense,11
9_11,13_4,0.0326107058329553,Telekinesis,Danger Sense,28
9_11,14_1,0.0002396069462848,Telekinesis,Penance Stare,1
9_11,14_2,0.0193618245101886,Telekinesis,Hellfire Control,11
9_11,14_3,0.0368066435778477,Telekinesis,Soul Absorption,19
9_11,14_4,0.0456231894302597,Telekinesis,Darkness Manipulation,24
9_11,14_5,0.0408102574598247,Telekinesis,Death Touch,24
9_11,14_6,0.0767591325786768,Telekinesis,Necromancy,37
9_11,14_7,0.0511000210532472,Telekinesis,Possession,34
9_11,11_1,0.012851046912742,Telekinesis,Blood Control,7
9_11,11_2,0.0137367270359686,Telekinesis,Controlled Bone Growth,8
9_11,11_3,3.213064668033804e-05,Telekinesis,Pheromone Control,2
9_11,11_4,0.0209100805620745,Telekinesis,Enhance Mutation,17
9_11,11_5,0.0571671578826177,Telekinesis,Genetic Manipulation,33
9_11,11_6,0.0373334762679614,Telekinesis,Shape Shifter,54
9_11,8_1,0.0030923139025146,Telekinesis,Inertia Absorption,5
9_11,8_2,0.0244960046038853,Telekinesis,Magnetism,19
9_11,8_3,0.0363138065372297,Telekinesis,Gravity control,23
9_11,8_4,0.0042753371264248,Telekinesis,Vibration Wave,11
9_11,8_5,0.0275201831044273,Telekinesis,Density Control,26
9_11,8_6,0.156075388013696,Telekinesis,Force Field,97
9_11,7_1,0.0073772798384348,Telekinesis,Sand manipulation,5
9_11,7_2,0.0232124297524201,Telekinesis,Plant Control,14
9_11,7_3,0.0029417714972546,Telekinesis,Ice Breath,7
9_11,7_4,0.0090537949561598,Telekinesis,Flame Breath,11
9_11,7_5,0.052109534852281,Telekinesis,Water Control,25
9_11,7_6,0.0456002589430927,Telekinesis,Ice Control,25
9_11,7_7,0.0470204278351099,Telekinesis,Earth Manipulation,28
9_11,7_8,0.0756140758198037,Telekinesis,Weather Control,37
9_11,7_9,0.0301141191446852,Telekinesis,Wind Bursts,26
9_11,7_10,0.0411642438191843,Telekinesis,Animal Control,32
9_11,7_11,0.0896251070353412,Telekinesis,Fire Control,53
9_11,10_1,0.0549448651208885,Telekinesis,Probability Manipulation,23
9_11,10_2,0.0814979189076624,Telekinesis,Time Travel,47
9_11,10_3,0.0993714397267341,Telekinesis,Time Manipulation,53
9_11,10_4,0.1249803492312713,Telekinesis,Reality Manpulation,61
9_11,10_5,0.1084583803320433,Telekinesis,Dimensional Manipulation,59
9_11,10_6,0.1480687329978493,Telekinesis,Illusion Casting,73
9_11,12_1,0.0110926590558725,Telekinesis,Vampirism,9
9_11,12_2,0.0016108568874108,Telekinesis,Poisonous,1
9_11,12_3,0.0478191163205014,Telekinesis,Immortal,63
9_11,12_4,0.0310437304825591,Telekinesis,Invulnerability,86
9_11,6_1,0.0675078298125248,Telekinesis,Animation,32
9_11,6_2,0.0693151007468424,Telekinesis,Siphon Abilities,34
9_11,6_3,0.0126969564806839,Telekinesis,Siphon Lifeforce,17
9_11,6_4,0.0141626374200708,Telekinesis,Power Mimicry,18
9_11,6_5,0.1135014111532179,Telekinesis,Cosmic Awareness,57
9_11,6_6,0.1594498586710234,Telekinesis,Astral Projection,70
9_11,6_7,0.0713737782016649,Telekinesis,Divine Powers,54
9_11,6_8,0.0798887665465176,Telekinesis,Magic,62
9_11,9_1,0.0271355536468008,Telekinesis,Psychometry,14
9_11,9_2,0.0250616311494046,Telekinesis,Postcognition,14
9_11,9_3,0.042709074580206,Telekinesis,Voice-induced Manipulation,22
9_11,9_4,0.0447838920632386,Telekinesis,Emotion Control,26
9_11,9_5,0.0577687170467408,Telekinesis,Mesmerize,31
9_11,9_6,0.0776522967297369,Telekinesis,Precognition,39
9_11,9_7,0.0654664578487416,Telekinesis,Empathy,37
9_11,9_8,0.0561555773168132,Telekinesis,Willpower-Based Constructs,41
9_11,9_9,0.0974914468740628,Telekinesis,Hypnosis,53
9_11,9_10,0.192924096561454,Telekinesis,Psychic,77
9_11,9_11,1.0,Telekinesis,Telekinesis,176
9_11,9_12,0.2344936410088775,Telekinesis,Psionic,101
9_11,9_13,0.3116974829527549,Telekinesis,Telepathy,125
9_11,2_1,0.0006039721129551,Telekinesis,Implants,16
9_11,2_2,5.244660657071456e-05,Telekinesis,Power Suit,17
9_11,2_3,0.0050057429685251,Telekinesis,Insanely Rich,32
9_11,2_4,0.0050646780912293,Telekinesis,Power Item,37
9_11,2_5,0.0014670824155106,Telekinesis,Gadgets,39
9_11,2_6,0.0048718584228297,Telekinesis,Weapon Master,40
9_11,5_1,0.0417120563689849,Telekinesis,Darkforce Manipulation,24
9_11,5_2,0.0181529801515844,Telekinesis,Technopathy,19
9_11,5_3,0.0207363874408177,Telekinesis,Electronic Disruption,20
9_11,5_4,0.0010057643239294,Telekinesis,Radiation,9
9_11,5_5,0.0191924309835639,Telekinesis,Holographic Projection,21
9_11,5_6,0.0557602255372822,Telekinesis,Electricity Control,43
9_11,5_7,0.0280483296869986,Telekinesis,Heat Generation,35
9_11,5_8,0.0647496885874256,Telekinesis,Energy Based Constructs,49
9_11,5_9,0.0362353157387565,Telekinesis,Light Projection,40
9_11,5_10,0.0776391237967278,Telekinesis,Energy Shield,59
9_11,5_11,0.0213391060015133,Telekinesis,Energy-Enhanced Strike,41
9_11,5_12,0.067377634923094,Telekinesis,Energy Absorption,63
9_11,5_13,0.099866641974042,Telekinesis,Energy Manipulation,80
9_11,5_14,0.1288113160631362,Telekinesis,Blast Power,127
9_11,3_1,0.0036355604881544,Telekinesis,Prehensile Hair,2
9_11,3_2,0.0024074124933054,Telekinesis,Shadowmeld,4
9_11,3_3,0.0067226289833624,Telekinesis,Chemical Absorbtion,7
9_11,3_4,0.0016955656992122,Telekinesis,Sonic Scream,5
9_11,3_5,4.844983780547395e-05,Telekinesis,Webslinger,3
9_11,3_6,0.0007387717775562,Telekinesis,Chemical Secretion,7
9_11,3_7,0.0031411212525189,Telekinesis,Wall Clinger,2
9_11,3_8,0.0287142383584845,Telekinesis,Duplication,22
9_11,3_9,0.0417587113515359,Telekinesis,Matter Absorption,27
9_11,3_10,0.00161771958814,Telekinesis,Elasticity,10
9_11,3_11,0.0172025765055292,Telekinesis,Heat Vision,20
9_11,3_12,0.000904631756184,Telekinesis,Sub-Mariner,10
9_11,3_13,0.0214704368437452,Telekinesis,Chameleon,24
9_11,3_14,0.058234885787517,Telekinesis,Invisibility,43
9_11,3_15,0.0436262033772038,Telekinesis,Phasing / Ghost,44
9_11,3_16,0.0380706467281768,Telekinesis,Size Manipulation,43
9_11,3_17,0.1323624981748125,Telekinesis,Levitation,72
9_11,3_18,0.0021806115284856,Telekinesis,Feral,23
9_11,3_19,0.0005949428484739,Telekinesis,Claws,22
9_11,3_20,0.0256571812019984,Telekinesis,Adaptive,43
9_11,3_21,0.1619796660654903,Telekinesis,Teleport,93
9_11,3_22,0.0615303920969772,Telekinesis,Flight,111
9_11,4_1,0.0017108863870915,Telekinesis,Synaesthesia,2
9_11,4_2,0.0189255443091645,Telekinesis,Omni-lingual,26
9_11,4_3,0.0077740655082017,Telekinesis,Swordsmanship,34
9_11,4_4,0.0012700997572998,Telekinesis,Escape Artist,27
9_11,4_5,0.0017408394869501,Telekinesis,Tracking,43
9_11,4_6,0.0035509567079807,Telekinesis,Stealth,31
9_11,4_7,0.0068096882655661,Telekinesis,Marksmanship,29
9_11,4_8,0.0173843878966535,Telekinesis,Leadership,85
9_11,4_9,0.0321252610182201,Telekinesis,Intellect,135
9_11,4_10,0.0021251158694172,Telekinesis,Unarmed Combat,103
9_11,1_1,1.93541155202864e-06,Telekinesis,Super Eating,3
9_11,1_2,0.0006813051891881,Telekinesis,Super Smell,18
9_11,1_3,0.008223590436995,Telekinesis,Super Hearing,35
9_11,1_4,0.0180965951040711,Telekinesis,Berserker Strength,43
9_11,1_5,0.0047759942035969,Telekinesis,Super Sight,37
9_11,1_6,0.0288265199317744,Telekinesis,Longevity,68
9_11,1_7,0.0304450906766313,Telekinesis,Super Speed,81
9_11,1_8,0.0468384586710461,Telekinesis,Healing,90
9_11,1_9,0.0086149580083893,Telekinesis,Super Strength,96
9_11,1_10,0.001914914618253,Telekinesis,Agility,92
9_11,1_11,0.0022598299320969,Telekinesis,Stamina,97
9_12,13_1,0.0176650751923878,Psionic,Sense Death,16
9_12,13_2,0.0013773726980989,Psionic,Electronic interaction,12
9_12,13_3,0.0006226856301254,Psionic,Radar Sense,11
9_12,13_4,0.0091635728720768,Psionic,Danger Sense,20
9_12,14_1,0.0001341737599125,Psionic,Penance Stare,1
9_12,14_2,0.0073022516437277,Psionic,Hellfire Control,8
9_12,14_3,0.0234159920837925,Psionic,Soul Absorption,17
9_12,14_4,0.0163056688264928,Psionic,Darkness Manipulation,17
9_12,14_5,0.0298016913444153,Psionic,Death Touch,23
9_12,14_6,0.038827919268084,Psionic,Necromancy,30
9_12,14_7,0.077808711053779,Psionic,Possession,45
9_12,11_1,0.010509346061154,Psionic,Blood Control,7
9_12,11_2,0.0055767235125882,Psionic,Controlled Bone Growth,6
9_12,11_3,0.0004055892511197,Psionic,Pheromone Control,3
9_12,11_4,0.0096155550432634,Psionic,Enhance Mutation,14
9_12,11_5,0.0338169703901523,Psionic,Genetic Manipulation,29
9_12,11_6,0.0293348208861179,Psionic,Shape Shifter,56
9_12,8_1,4.304596036712955e-05,Psionic,Inertia Absorption,2
9_12,8_2,0.0082360570437563,Psionic,Magnetism,14
9_12,8_3,0.0059803501568429,Psionic,Gravity control,13
9_12,8_4,6.718379027149506e-05,Psionic,Vibration Wave,7
9_12,8_5,0.0232138500370901,Psionic,Density Control,27
9_12,8_6,0.0860999031973227,Psionic,Force Field,86
9_12,7_1,0.0033777336735024,Psionic,Sand manipulation,4
9_12,7_2,0.0060464341753228,Psionic,Plant Control,9
9_12,7_3,0.0009304921950357,Psionic,Ice Breath,6
9_12,7_4,0.0034636919108792,Psionic,Flame Breath,9
9_12,7_5,0.028926269389865,Psionic,Water Control,21
9_12,7_6,0.0245980014327336,Psionic,Ice Control,21
9_12,7_7,0.037822850446785,Psionic,Earth Manipulation,28
9_12,7_8,0.0322467083861986,Psionic,Weather Control,28
9_12,7_9,0.012607242380704,Psionic,Wind Bursts,21
9_12,7_10,0.022404684616655,Psionic,Animal Control,28
9_12,7_11,0.0447583714698553,Psionic,Fire Control,44
9_12,10_1,0.0337659452674904,Psionic,Probability Manipulation,20
9_12,10_2,0.0220553413964145,Psionic,Time Travel,31
9_12,10_3,0.0325540701570094,Psionic,Time Manipulation,37
9_12,10_4,0.0571703083071632,Psionic,Reality Manpulation,48
9_12,10_5,0.0468710920181289,Psionic,Dimensional Manipulation,46
9_12,10_6,0.1042267288383545,Psionic,Illusion Casting,69
9_12,12_1,0.0013590454460196,Psionic,Vampirism,5
9_12,12_2,0.0016364062640172,Psionic,Poisonous,6
9_12,12_3,0.0133311310593063,Psionic,Immortal,50
9_12,12_4,0.0081175858249379,Psionic,Invulnerability,77
9_12,6_1,0.0593594044362847,Psionic,Animation,33
9_12,6_2,0.0460354472302602,Psionic,Siphon Abilities,31
9_12,6_3,0.0218365493475755,Psionic,Siphon Lifeforce,23
9_12,6_4,0.0122012190296138,Psionic,Power Mimicry,19
9_12,6_5,0.0411015941425987,Psionic,Cosmic Awareness,41
9_12,6_6,0.1258092267102686,Psionic,Astral Projection,69
9_12,6_7,0.0268773715026596,Psionic,Divine Powers,42
9_12,6_8,0.0232351533031094,Psionic,Magic,45
9_12,9_1,0.0156760822656143,Psionic,Psychometry,12
9_12,9_2,0.0172081330678525,Psionic,Postcognition,13
9_12,9_3,0.0139866818381896,Psionic,Voice-induced Manipulation,15
9_12,9_4,0.036148992512342,Psionic,Emotion Control,26
9_12,9_5,0.0435208605705561,Psionic,Mesmerize,30
9_12,9_6,0.0341291812190323,Psionic,Precognition,30
9_12,9_7,0.0402005659077402,Psionic,Empathy,33
9_12,9_8,0.0334940459327689,Psionic,Willpower-Based Constructs,37
9_12,9_9,0.1042235492988269,Psionic,Hypnosis,60
9_12,9_10,0.2286011356135291,Psionic,Psychic,91
9_12,9_11,0.2152163943631148,Psionic,Telekinesis,101
9_12,9_12,1.0,Psionic,Psionic,200
9_12,9_13,0.228510668848938,Psionic,Telepathy,121
9_12,2_1,0.0015211551168854,Psionic,Implants,20
9_12,2_2,0.0005834003408157,Psionic,Power Suit,17
9_12,2_3,0.002802256877207,Psionic,Insanely Rich,33
9_12,2_4,0.0006673538124387,Psionic,Power Item,25
9_12,2_5,0.0025988720847414,Psionic,Gadgets,42
9_12,2_6,0.0020438236742804,Psionic,Weapon Master,51
9_12,5_1,0.0143597190031026,Psionic,Darkforce Manipulation,17
9_12,5_2,0.0080937516613413,Psionic,Technopathy,16
9_12,5_3,0.0050847860408624,Psionic,Electronic Disruption,14
9_12,5_4,0.0036321646721721,Psionic,Radiation,13
9_12,5_5,0.0123955660741257,Psionic,Holographic Projection,20
9_12,5_6,0.0203936387098153,Psionic,Electricity Control,33
9_12,5_7,0.0184884318607292,Psionic,Heat Generation,34
9_12,5_8,0.0244016119931959,Psionic,Energy Based Constructs,38
9_12,5_9,0.0266685453959687,Psionic,Light Projection,40
9_12,5_10,0.037484913544547,Psionic,Energy Shield,50
9_12,5_11,0.0169504776429959,Psionic,Energy-Enhanced Strike,43
9_12,5_12,0.0328271886594002,Psionic,Energy Absorption,55
9_12,5_13,0.0502688844180756,Psionic,Energy Manipulation,70
9_12,5_14,0.0813451440872624,Psionic,Blast Power,125
9_12,3_1,0.0004839145888336,Psionic,Prehensile Hair,1
9_12,3_2,0.00169526241059,Psionic,Shadowmeld,4
9_12,3_3,0.0032317845845316,Psionic,Chemical Absorbtion,6
9_12,3_4,0.00104827179927,Psionic,Sonic Scream,5
9_12,3_5,3.0138759096934644e-08,Psionic,Webslinger,3
9_12,3_6,0.0002799212183571,Psionic,Chemical Secretion,7
9_12,3_7,0.0003580402101195,Psionic,Wall Clinger,5
9_12,3_8,0.0225021041544115,Psionic,Duplication,22
9_12,3_9,0.0276020647734474,Psionic,Matter Absorption,25
9_12,3_10,0.0007641917958814,Psionic,Elasticity,10
9_12,3_11,0.0147032912171946,Psionic,Heat Vision,21
9_12,3_12,0.0021701400704801,Psionic,Sub-Mariner,13
9_12,3_13,0.0122145642735199,Psionic,Chameleon,22
9_12,3_14,0.0453510592270894,Psionic,Invisibility,43
9_12,3_15,0.0243032778828006,Psionic,Phasing / Ghost,40
9_12,3_16,0.0258779473771332,Psionic,Size Manipulation,42
9_12,3_17,0.0757073151218254,Psionic,Levitation,63
9_12,3_18,0.0011396239256248,Psionic,Feral,24
9_12,3_19,2.538150509546743e-05,Psionic,Claws,22
9_12,3_20,0.0174073091951037,Psionic,Adaptive,43
9_12,3_21,0.063083100872042,Psionic,Teleport,72
9_12,3_22,0.0271023691322886,Psionic,Flight,105
9_12,4_1,0.0012795006974486,Psionic,Synaesthesia,2
9_12,4_2,0.0074878143850052,Psionic,Omni-lingual,22
9_12,4_3,0.0033084920371828,Psionic,Swordsmanship,33
9_12,4_4,2.6976512813165197e-05,Psionic,Escape Artist,24
9_12,4_5,6.058231683814038e-06,Psionic,Tracking,41
9_12,4_6,0.0061711900556113,Psionic,Stealth,32
9_12,4_7,0.0080913939032203,Psionic,Marksmanship,32
9_12,4_8,0.0046259230335619,Psionic,Leadership,81
9_12,4_9,0.0070957392605457,Psionic,Intellect,131
9_12,4_10,0.0001866515296161,Psionic,Unarmed Combat,131
9_12,1_1,0.000119079491063,Psionic,Super Eating,4
9_12,1_2,1.618196962756797e-06,Psionic,Super Smell,17
9_12,1_3,0.0008596580864467,Psionic,Super Hearing,29
9_12,1_4,0.005181166159157,Psionic,Berserker Strength,37
9_12,1_5,0.0004070740624175,Psionic,Super Sight,33
9_12,1_6,0.0105689651150363,Psionic,Longevity,62
9_12,1_7,0.0023586625788538,Psionic,Super Speed,63
9_12,1_8,0.0190011929250748,Psionic,Healing,83
9_12,1_9,0.0023506708472829,Psionic,Super Strength,98
9_12,1_10,1.4847962307904996e-05,Psionic,Agility,93
9_12,1_11,0.0002412540633356,Psionic,Stamina,95
9_13,13_1,0.0350637350040803,Telepathy,Sense Death,25
9_13,13_2,0.0040512091056467,Telepathy,Electronic interaction,18
9_13,13_3,0.0008357042195127,Telepathy,Radar Sense,14
9_13,13_4,0.0205979071494898,Telepathy,Danger Sense,31
9_13,14_1,2.7454820894048305e-05,Telepathy,Penance Stare,1
9_13,14_2,0.0107696552679613,Telepathy,Hellfire Control,11
9_13,14_3,0.0209167585362465,Telepathy,Soul Absorption,19
9_13,14_4,0.0182556210851974,Telepathy,Darkness Manipulation,21
9_13,14_5,0.022140535223243,Telepathy,Death Touch,24
9_13,14_6,0.0381406177502583,Telepathy,Necromancy,35
9_13,14_7,0.0663628943352325,Telepathy,Possession,49
9_13,11_1,0.0072685141637613,Telepathy,Blood Control,7
9_13,11_2,0.0053665303267791,Telepathy,Controlled Bone Growth,7
9_13,11_3,0.0030933919126421,Telepathy,Pheromone Control,6
9_13,11_4,0.0101395820020743,Telepathy,Enhance Mutation,17
9_13,11_5,0.0261998976046071,Telepathy,Genetic Manipulation,31
9_13,11_6,0.0351838665048724,Telepathy,Shape Shifter,71
9_13,8_1,0.0002472562296246,Telepathy,Inertia Absorption,2
9_13,8_2,0.0102887134770154,Telepathy,Magnetism,18
9_13,8_3,0.0150039862139254,Telepathy,Gravity control,21
9_13,8_4,0.000131987436111,Telepathy,Vibration Wave,9
9_13,8_5,0.021051724057196,Telepathy,Density Control,31
9_13,8_6,0.0686063059859637,Telepathy,Force Field,95
9_13,7_1,0.0062197766503344,Telepathy,Sand manipulation,6
9_13,7_2,0.0204434438602432,Telepathy,Plant Control,17
9_13,7_3,0.0007192439765273,Telepathy,Ice Breath,7
9_13,7_4,0.0036490270563175,Telepathy,Flame Breath,11
9_13,7_5,0.039360857247742,Telepathy,Water Control,28
9_13,7_6,0.0227943797201919,Telepathy,Ice Control,24
9_13,7_7,0.0229764378244281,Telepathy,Earth Manipulation,27
9_13,7_8,0.0428825115121511,Telepathy,Weather Control,37
9_13,7_9,0.0108429458603161,Telepathy,Wind Bursts,24
9_13,7_10,0.0369690024633567,Telepathy,Animal Control,40
9_13,7_11,0.0334664409441797,Telepathy,Fire Control,47
9_13,10_1,0.0266280073119005,Telepathy,Probability Manipulation,21
9_13,10_2,0.0432579517355453,Telepathy,Time Travel,47
9_13,10_3,0.0414251318571644,Telepathy,Time Manipulation,48
9_13,10_4,0.0580164372804778,Telepathy,Reality Manpulation,57
9_13,10_5,0.0657192536998342,Telepathy,Dimensional Manipulation,62
9_13,10_6,0.1272733565110194,Telepathy,Illusion Casting,88
9_13,12_1,0.0054451627524312,Telepathy,Vampirism,9
9_13,12_2,3.685860206200794e-06,Telepathy,Poisonous,4
9_13,12_3,0.0402367310487628,Telepathy,Immortal,80
9_13,12_4,0.0178160184110249,Telepathy,Invulnerability,106
9_13,6_1,0.0449123072929795,Telepathy,Animation,34
9_13,6_2,0.039404887956708,Telepathy,Siphon Abilities,34
9_13,6_3,0.0117584495822741,Telepathy,Siphon Lifeforce,22
9_13,6_4,0.0067094174122648,Telepathy,Power Mimicry,19
9_13,6_5,0.0679941057808264,Telepathy,Cosmic Awareness,59
9_13,6_6,0.1240191101270391,Telepathy,Astral Projection,80
9_13,6_7,0.0502198678239684,Telepathy,Divine Powers,62
9_13,6_8,0.0346884035134287,Telepathy,Magic,61
9_13,9_1,0.021324740078035,Telepathy,Psychometry,16
9_13,9_2,0.0165724138608165,Telepathy,Postcognition,15
9_13,9_3,0.0144872433775787,Telepathy,Voice-induced Manipulation,18
9_13,9_4,0.0406964058705413,Telepathy,Emotion Control,32
9_13,9_5,0.0320409915407981,Telepathy,Mesmerize,31
9_13,9_6,0.0649200816401729,Telepathy,Precognition,46
9_13,9_7,0.0546241001855779,Telepathy,Empathy,44
9_13,9_8,0.0379774199079366,Telepathy,Willpower-Based Constructs,46
9_13,9_9,0.077755906023029,Telepathy,Hypnosis,62
9_13,9_10,0.2100367986490065,Telepathy,Psychic,101
9_13,9_11,0.248256224656631,Telepathy,Telekinesis,125
9_13,9_12,0.1983028937491833,Telepathy,Psionic,121
9_13,9_13,1.0,Telepathy,Telepathy,249
9_13,2_1,0.000256701956262,Telepathy,Implants,21
9_13,2_2,0.0015279518683223,Telepathy,Power Suit,19
9_13,2_3,0.0001879569715237,Telepathy,Insanely Rich,33
9_13,2_4,0.0117271315370519,Telepathy,Power Item,59
9_13,2_5,0.0052093057364445,Telepathy,Gadgets,48
9_13,2_6,0.007461362975979,Telepathy,Weapon Master,54
9_13,5_1,0.0227943797201919,Telepathy,Darkforce Manipulation,24
9_13,5_2,0.0108374890909516,Telepathy,Technopathy,21
9_13,5_3,0.0078021374520148,Telepathy,Electronic Disruption,19
9_13,5_4,0.0007886991631815,Telepathy,Radiation,12
9_13,5_5,0.0284992800407838,Telepathy,Holographic Projection,32
9_13,5_6,0.0265280329507495,Telepathy,Electricity Control,43
9_13,5_7,0.0117444648331928,Telepathy,Heat Generation,36
9_13,5_8,0.032651999624792,Telepathy,Energy Based Constructs,50
9_13,5_9,0.0305481142398526,Telepathy,Light Projection,50
9_13,5_10,0.0379867586951133,Telepathy,Energy Shield,60
9_13,5_11,0.0055768100154205,Telepathy,Energy-Enhanced Strike,41
9_13,5_12,0.0454665981415541,Telepathy,Energy Absorption,73
9_13,5_13,0.0605974698209297,Telepathy,Energy Manipulation,89
9_13,5_14,0.0493885784747558,Telepathy,Blast Power,134
9_13,3_1,0.0002451915127053,Telepathy,Prehensile Hair,1
9_13,3_2,0.0053665303267791,Telepathy,Shadowmeld,7
9_13,3_3,0.0016956633588226,Telepathy,Chemical Absorbtion,6
9_13,3_4,0.0046710086114039,Telepathy,Sonic Scream,9
9_13,3_5,0.0003275373166434,Telepathy,Webslinger,5
9_13,3_6,0.0024807836022834,Telepathy,Chemical Secretion,12
9_13,3_7,7.413061850034383e-05,Telepathy,Wall Clinger,9
9_13,3_8,0.0202440010144563,Telepathy,Duplication,25
9_13,3_9,0.024069940860239,Telepathy,Matter Absorption,28
9_13,3_10,0.0002665129534053,Telepathy,Elasticity,11
9_13,3_11,0.005744904940635,Telepathy,Heat Vision,19
9_13,3_12,0.0040512091056467,Telepathy,Sub-Mariner,18
9_13,3_13,0.0116471202178669,Telepathy,Chameleon,26
9_13,3_14,0.0431870883126941,Telepathy,Invisibility,50
9_13,3_15,0.0524015652042457,Telepathy,Phasing / Ghost,62
9_13,3_16,0.0269954946978245,Telepathy,Size Manipulation,51
9_13,3_17,0.0691306051792455,Telepathy,Levitation,72
9_13,3_18,0.0009359364586022,Telepathy,Feral,29
9_13,3_19,0.0009862071138087,Telepathy,Claws,32
9_13,3_20,0.010443692540254,Telepathy,Adaptive,46
9_13,3_21,0.1000369700986506,Telepathy,Teleport,101
9_13,3_22,0.0281322846301442,Telepathy,Flight,129
9_13,4_1,0.0024394142572306,Telepathy,Synaesthesia,3
9_13,4_2,0.0179551840595264,Telepathy,Omni-lingual,34
9_13,4_3,0.0015711707008964,Telepathy,Swordsmanship,37
9_13,4_4,3.997950389167505e-07,Telepathy,Escape Artist,31
9_13,4_5,0.0021235659780311,Telepathy,Tracking,61
9_13,4_6,0.0110817804098244,Telepathy,Stealth,35
9_13,4_7,0.0172198527887446,Telepathy,Marksmanship,32
9_13,4_8,0.0021428137123182,Telepathy,Leadership,94
9_13,4_9,0.0060053831391745,Telepathy,Intellect,160
9_13,4_10,0.0024079660102421,Telepathy,Unarmed Combat,146
9_13,1_1,0.0006145553891772,Telepathy,Super Eating,6
9_13,1_2,3.8644608241674046e-05,Telepathy,Super Smell,20
9_13,1_3,0.0006323998327453,Telepathy,Super Hearing,35
9_13,1_4,0.0057514847582496,Telepathy,Berserker Strength,46
9_13,1_5,0.0012645848685138,Telepathy,Super Sight,44
9_13,1_6,0.0164774260235472,Telepathy,Longevity,82
9_13,1_7,0.0152332205681116,Telepathy,Super Speed,97
